layer,condition,item_id,anchor_score
14,low_anchor,math_005,2.787799596786499
14,low_anchor,math_006,2.849099636077881
14,low_anchor,math_007,2.1098995208740234
14,low_anchor,math_008,2.433223247528076
14,low_anchor,math_009,2.458815336227417
14,low_anchor,math_010,2.8655450344085693
14,high_anchor,math_001,2.9488797187805176
14,high_anchor,math_002,2.9406120777130127
14,high_anchor,math_003,2.864516258239746
14,high_anchor,math_004,2.8414645195007324
14,high_anchor,math_005,2.787219524383545
14,high_anchor,math_006,2.8575527667999268
14,high_anchor,math_007,2.0953896045684814
14,high_anchor,math_008,2.4395720958709717
14,high_anchor,math_009,2.452162265777588
14,high_anchor,math_010,2.829338788986206
15,clean,math_001,0.17438852787017822
15,clean,math_002,0.15353435277938843
15,clean,math_003,0.1381794959306717
15,clean,math_004,0.062323179095983505
15,clean,math_005,0.14970524609088898
15,clean,math_006,0.13138332962989807
15,clean,math_007,-0.4709654450416565
15,clean,math_008,-0.2673824429512024
15,clean,math_009,-0.2658339738845825
15,clean,math_010,0.19466720521450043
15,no_anchor_context,math_001,2.0018773078918457
15,no_anchor_context,math_002,1.9717071056365967
15,no_anchor_context,math_003,1.8582806587219238
15,no_anchor_context,math_004,1.8493778705596924
15,no_anchor_context,math_005,1.8775378465652466
15,no_anchor_context,math_006,1.866764783859253
15,no_anchor_context,math_007,1.3664525747299194
15,no_anchor_context,math_008,1.606325626373291
15,no_anchor_context,math_009,1.5184404850006104
15,no_anchor_context,math_010,1.8328999280929565
15,low_anchor,math_001,3.271852493286133
15,low_anchor,math_002,3.2467041015625
15,low_anchor,math_003,3.1742935180664062
15,low_anchor,math_004,3.1316137313842773
15,low_anchor,math_005,3.1526975631713867
15,low_anchor,math_006,3.152928352355957
15,low_anchor,math_007,2.4031715393066406
15,low_anchor,math_008,2.700438976287842
15,low_anchor,math_009,2.7311182022094727
15,low_anchor,math_010,3.1730270385742188
15,high_anchor,math_001,3.249152660369873
15,high_anchor,math_002,3.2243330478668213
15,high_anchor,math_003,3.1556739807128906
15,high_anchor,math_004,3.111125946044922
15,high_anchor,math_005,3.1115260124206543
15,high_anchor,math_006,3.126615524291992
15,high_anchor,math_007,2.349432945251465
15,high_anchor,math_008,2.669644355773926
15,high_anchor,math_009,2.6938438415527344
15,high_anchor,math_010,3.107147693634033
16,clean,math_001,0.18098033964633942
16,clean,math_002,0.15800176560878754
16,clean,math_003,0.13665525615215302
16,clean,math_004,0.09103316068649292
16,clean,math_005,0.1595907062292099
16,clean,math_006,0.15636910498142242
16,clean,math_007,-0.6020688414573669
16,clean,math_008,-0.31119754910469055
16,clean,math_009,-0.23988938331604004
16,clean,math_010,0.27052539587020874
16,no_anchor_context,math_001,1.9117645025253296
16,no_anchor_context,math_002,1.8696495294570923
16,no_anchor_context,math_003,1.8000917434692383
16,no_anchor_context,math_004,1.8181664943695068
16,no_anchor_context,math_005,1.8672683238983154
16,no_anchor_context,math_006,1.8883965015411377
16,no_anchor_context,math_007,1.2086961269378662
16,no_anchor_context,math_008,1.6809990406036377
